chamber,year,date,province,prov_code,vote,party,lst.nm,fst.nm
HOUSE,2018,2018-06-14,CORDOBA,14,ABSTENCION,CORDOBA FEDERAL,VIGO,ALEJANDRA MARIA
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,COALICION CIVICA,LOPEZ,JUAN MANUEL
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,EVOLUCION RADICAL,CARRIZO,ANA CARLA
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,EVOLUCION RADICAL,LOUSTEAU,MARTIN
HOUSE,2018,2018-06-14,TUCUMAN,90,AFIRMATIVO,EVOLUCION RADICAL,VILLAVICENCIO,MARIA TERESITA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,ARROYO,DANIEL FERNANDO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,ASENCIO,FERNANDO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,DE MENDIGUREN,JOSE IGNACIO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,MOREAU,CECILIA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,MOYANO,JUAN FACUNDO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,PEREZ,RAUL JOAQUIN
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,SOLA,FELIPE CARLOS
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,TUNDIS,MIRTA
HOUSE,2018,2018-06-14,SANTIAGO DEL ESTERO,86,AFIRMATIVO,FRENTE CIVICO POR SANTIAGO,PASTORIZA,MIRTA AMELIANA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,DEL PLA,ROMINA
HOUSE,2018,2018-06-14,MISIONES,54,AFIRMATIVO,FRENTE DE LA CONCORDIA MISIONERO,DI STEFANO,DANIEL
HOUSE,2018,2018-06-14,MISIONES,54,AFIRMATIVO,FRENTE DE LA CONCORDIA MISIONERO,FRANCO,JORGE DANIEL
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,ALONSO,LAURA VALERIA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,ALVAREZ RODRIGUEZ,MARIA CRISTINA
HOUSE,2018,2018-06-14,FORMOSA,34,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,BASTERRA,LUIS EUGENIO
HOUSE,2018,2018-06-14,MISIONES,54,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,BRITEZ,MARIA CRISTINA
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,CABANDIE,JUAN
HOUSE,2018,2018-06-14,MENDOZA,50,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,CARMONA,GUILLERMO RAMON
HOUSE,2018,2018-06-14,TIERRA DEL FUEGO,94,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,CAROL,ANALUZ AILEN
HOUSE,2018,2018-06-14,CORDOBA,14,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,CARRO,PABLO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,CASTAGNETO,CARLOS DANIEL
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,CERRUTI,GABRIELA
HOUSE,2018,2018-06-14,NEUQUEN,58,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,CIAMPINI,JOSE ALBERTO
HOUSE,2018,2018-06-14,SANTA FE,82,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,CLERI,MARCOS
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,CORREA,WALTER
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,DE PEDRO,EDUARDO ENRIQUE
HOUSE,2018,2018-06-14,RIO NEGRO,62,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,DOÑATE,CLAUDIO MARTIN
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,ESPINOZA,FERNANDO
HOUSE,2018,2018-06-14,CORDOBA,14,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,ESTEVEZ,GABRIELA BEATRIZ
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,FILMUS,DANIEL
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,FURLAN,FRANCISCO ABEL
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,GARRE,NILDA CELIA
HOUSE,2018,2018-06-14,SANTA FE,82,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,GONZALEZ,JOSEFINA VICTORIA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,GRANA,ADRIAN EDUARDO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,GUERIN,MARIA ISABEL
HOUSE,2018,2018-06-14,ENTRE RIOS,30,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,HUSS,JUAN  MANUEL
HOUSE,2018,2018-06-14,CHUBUT,26,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,IGON,SANTIAGO NICOLAS
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,KICILLOF,AXEL
HOUSE,2018,2018-06-14,SANTA CRUZ,78,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,KIRCHNER,MAXIMO CARLOS
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,LARROQUE,ANDRES
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,MACHA,MONICA
HOUSE,2018,2018-06-14,NEUQUEN,58,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,MARTINEZ,DARIO
HOUSE,2018,2018-06-14,CHACO,22,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,MASIN,MARIA LUCILA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,MENDOZA,MAYRA SOLEDAD
HOUSE,2018,2018-06-14,CATAMARCA,10,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,MERCADO,VERONICA ELIZABETH
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,MOREAU,LEOPOLDO RAUL GUIDO
HOUSE,2018,2018-06-14,TIERRA DEL FUEGO,94,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,PEREZ,MARTIN ALEJANDRO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,PIETRAGALLA CORTI,HORACIO
HOUSE,2018,2018-06-14,CHACO,22,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,RACH QUIROGA,ANALIA ALEXANDRA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,RAVERTA,MARIA FERNANDA
HOUSE,2018,2018-06-14,TIERRA DEL FUEGO,94,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,RODRIGUEZ,MATIAS DAVID
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,RODRIGUEZ,RODRIGO MARTIN
HOUSE,2018,2018-06-14,SANTA FE,82,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,ROSSI,AGUSTIN
HOUSE,2018,2018-06-14,CORRIENTES,18,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,RUIZ ARAGON,JOSE ARNALDO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,RUSSO,LAURA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,SALVAREZZA,ROBERTO
HOUSE,2018,2018-06-14,TUCUMAN,90,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,SANTILLAN,WALTER MARCELO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,SCIOLI,DANIEL
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,SIERRA,MAGDALENA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,SILEY,VANESA
HOUSE,2018,2018-06-14,RIO NEGRO,62,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,SORIA,MARIA EMILIA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,TAILHADE,LUIS RODOLFO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,VALLEJOS,MARIA FERNANDA
HOUSE,2018,2018-06-14,SANTA CRUZ,78,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,VAZQUEZ,JUAN BENEDICTO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,VOLNOVICH,LUANA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,FRENTE PARA LA VICTORIA - PJ,YASKY,HUGO
HOUSE,2018,2018-06-14,ENTRE RIOS,30,AFIRMATIVO,JUSTICIALISTA,BAHILLO,JUANJO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,JUSTICIALISTA,BUCCA,EDUARDO
HOUSE,2018,2018-06-14,LA PAMPA,42,AFIRMATIVO,JUSTICIALISTA,DELU,MELINA AIDA
HOUSE,2018,2018-06-14,LA RIOJA,46,AFIRMATIVO,JUSTICIALISTA,HERRERA,LUIS BEDER
HOUSE,2018,2018-06-14,MENDOZA,50,AFIRMATIVO,JUSTICIALISTA,MIRANDA,PEDRO RUBEN
HOUSE,2018,2018-06-14,JUJUY,38,AFIRMATIVO,JUSTICIALISTA,MOISES,MARIA CAROLINA
HOUSE,2018,2018-06-14,LA PAMPA,42,AFIRMATIVO,JUSTICIALISTA,RAUSCHENBERGER,ARIEL
HOUSE,2018,2018-06-14,LA PAMPA,42,AFIRMATIVO,JUSTICIALISTA,ZILIOTTO,SERGIO RAUL
HOUSE,2018,2018-06-14,TUCUMAN,90,AFIRMATIVO,JUSTICIALISTA POR TUCUMAN,YEDLIN,PABLO RAUL
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,LIBRES DEL SUR,DONDA PEREZ,VICTORIA ANALIA
HOUSE,2018,2018-06-14,SANTA FE,82,AFIRMATIVO,NUEVO ESPACIO SANTAFESINO,RODENAS,ALEJANDRA
HOUSE,2018,2018-06-14,SANTA FE,82,AFIRMATIVO,PERONISMO PARA LA VICTORIA,DE PONTI,LUCILA MARIA
HOUSE,2018,2018-06-14,CORRIENTES,18,AFIRMATIVO,PERONISMO PARA LA VICTORIA,FERREYRA,ARACELI SUSANA DEL ROSARIO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,PERONISMO PARA LA VICTORIA,GROSSO,LEONARDO
HOUSE,2018,2018-06-14,RIO NEGRO,62,AFIRMATIVO,PERONISMO PARA LA VICTORIA,HORNE,SILVIA RENEE
HOUSE,2018,2018-06-14,SANTA FE,82,AFIRMATIVO,PRIMERO ARGENTINA,RAMOS,ALEJANDRO ARIEL
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,PRO,ACERENZA,SAMANTA MARIA CELESTE
HOUSE,2018,2018-06-14,CORRIENTES,18,AFIRMATIVO,PRO,BRAMBILLA,SOFIA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,PRO,BUIL,SERGIO OMAR
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,PRO,GARCIA,ALEJANDRO
HOUSE,2018,2018-06-14,ENTRE RIOS,30,AFIRMATIVO,PRO,GAYOL,YANINA CELESTE
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,PRO,HERS CABRAL,ANABELLA RUTH
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,PRO,IGLESIAS,FERNANDO ADOLFO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,PRO,LIPOVETZKY,DANIEL ANDRES
HOUSE,2018,2018-06-14,NEUQUEN,58,AFIRMATIVO,PRO,LOPEZ KOENIG,LEANDRO GASTON
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,PRO,LOSPENNATO,SILVIA GABRIELA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,PRO,OCAÑA,MARIA GRACIELA
HOUSE,2018,2018-06-14,TIERRA DEL FUEGO,94,AFIRMATIVO,PRO,ROMA,CARLOS GASTON
HOUSE,2018,2018-06-14,TIERRA DEL FUEGO,94,AFIRMATIVO,PRO,STEFANI,HECTOR ANTONIO
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,PRO,VILLALONGA,JUAN CARLOS
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,PRO,WECHSLER,MARCELO GERMAN
HOUSE,2018,2018-06-14,RIO NEGRO,62,AFIRMATIVO,PRO,WISKY,SERGIO JAVIER
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,PRO,WOLFF,WALDO EZEQUIEL
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,PTS - FRENTE DE IZQUIERDA,DEL CAÑO,NICOLAS
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,PTS - FRENTE DE IZQUIERDA,GONZALEZ SELIGRA,NATHALIA
HOUSE,2018,2018-06-14,CORDOBA,14,AFIRMATIVO,UNION CIVICA RADICAL,AUSTIN,BRENDA LIS
HOUSE,2018,2018-06-14,CHACO,22,AFIRMATIVO,UNION CIVICA RADICAL,AYALA,AIDA BEATRIZ MAXIMA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,BANFI,KARINA VERONICA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,BAZZE,MIGUEL ANGEL
HOUSE,2018,2018-06-14,ENTRE RIOS,30,AFIRMATIVO,UNION CIVICA RADICAL,BENEDETTI,ATILIO FRANCISCO SALVADOR
HOUSE,2018,2018-06-14,MENDOZA,50,AFIRMATIVO,UNION CIVICA RADICAL,BORSANI,LUIS GUSTAVO
HOUSE,2018,2018-06-14,SANTA FE,82,AFIRMATIVO,UNION CIVICA RADICAL,CANTARD,ALBOR ANGEL
HOUSE,2018,2018-06-14,SANTA FE,82,AFIRMATIVO,UNION CIVICA RADICAL,DEL CERRO,GONZALO PEDRO ANTONIO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,ECHEGARAY,ALEJANDRO CARLOS AUGUSTO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,FERNANDEZ,CARLOS ALBERTO
HOUSE,2018,2018-06-14,LA PAMPA,42,AFIRMATIVO,UNION CIVICA RADICAL,KRONEBERGER,DANIEL RICARDO
HOUSE,2018,2018-06-14,ENTRE RIOS,30,AFIRMATIVO,UNION CIVICA RADICAL,LACOSTE,JORGE ENRIQUE
HOUSE,2018,2018-06-14,SANTA FE,82,AFIRMATIVO,UNION CIVICA RADICAL,MARCUCCI,HUGO MARIA
HOUSE,2018,2018-06-14,JUJUY,38,AFIRMATIVO,UNION CIVICA RADICAL,MARTINEZ,SILVIA ALEJANDRA
HOUSE,2018,2018-06-14,RIO NEGRO,62,AFIRMATIVO,UNION CIVICA RADICAL,MATZEN,LORENA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,MENDOZA,JOSEFINA
HOUSE,2018,2018-06-14,CHUBUT,26,AFIRMATIVO,UNION CIVICA RADICAL,MENNA,GUSTAVO
HOUSE,2018,2018-06-14,MENDOZA,50,AFIRMATIVO,UNION CIVICA RADICAL,NAJUL,CLAUDIA INES
HOUSE,2018,2018-06-14,CORDOBA,14,AFIRMATIVO,UNION CIVICA RADICAL,NEGRI,MARIO RAUL
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AFIRMATIVO,UNION CIVICA RADICAL,QUETGLAS,FABIO JOSE
HOUSE,2018,2018-06-14,SANTA CRUZ,78,AFIRMATIVO,UNION CIVICA RADICAL,REYES,ROXANA NAHIR
HOUSE,2018,2018-06-14,SAN LUIS,74,AFIRMATIVO,UNION CIVICA RADICAL,RICCARDO,JOSE LUIS
HOUSE,2018,2018-06-14,CORDOBA,14,AFIRMATIVO,UNION CIVICA RADICAL,RISTA,OLGA MARIA
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,UNION CIVICA RADICAL,SUAREZ LASTRA,FACUNDO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,AUSENTE,FRENTE PARA LA VICTORIA - PJ,DE VIDO,JULIO (SUSPENDIDO ART 70 C.N.)
HOUSE,2018,2018-06-14,BUENOS AIRES,6,NEGATIVO,COALICION CIVICA,CAMPAGNOLI,MARCELA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,NEGATIVO,COALICION CIVICA,CAMPOS,JAVIER
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,COALICION CIVICA,CARRIO,ELISA MARIA AVELINA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,NEGATIVO,COALICION CIVICA,FLORES,HECTOR TOTY
HOUSE,2018,2018-06-14,SANTA FE,82,NEGATIVO,COALICION CIVICA,LEHMANN,MARIA LUCILA
HOUSE,2018,2018-06-14,CORDOBA,14,NEGATIVO,COALICION CIVICA,MARTINEZ VILLADA,LEONOR MARIA
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,COALICION CIVICA,OLIVETO LAGO,PAULA MARIANA
HOUSE,2018,2018-06-14,CHACO,22,NEGATIVO,COALICION CIVICA,TERADA,ALICIA
HOUSE,2018,2018-06-14,CATAMARCA,10,NEGATIVO,COALICION CIVICA,VERA GONZALEZ,ORIETA CECILIA
HOUSE,2018,2018-06-14,CORDOBA,14,NEGATIVO,CONCERTACION FORJA,PEREYRA,JUAN MANUEL
HOUSE,2018,2018-06-14,CORDOBA,14,NEGATIVO,CORDOBA FEDERAL,BRÜGGE,JUAN FERNANDO
HOUSE,2018,2018-06-14,CORDOBA,14,NEGATIVO,CORDOBA FEDERAL,CASSINERIO,PAULO LEONARDO
HOUSE,2018,2018-06-14,CORDOBA,14,NEGATIVO,CORDOBA FEDERAL,LLARYORA,MARTIN MIGUEL
HOUSE,2018,2018-06-14,CORDOBA,14,NEGATIVO,CORDOBA TRABAJO Y PRODUCCION,NAZARIO,ADRIANA MONICA
HOUSE,2018,2018-06-14,CHUBUT,26,NEGATIVO,"CULTURA, EDUCACION Y TRABAJO",TABOADA,JORGE
HOUSE,2018,2018-06-14,CATAMARCA,10,NEGATIVO,ELIJO CATAMARCA,GINOCCHIO,SILVANA MICAELA
HOUSE,2018,2018-06-14,CATAMARCA,10,NEGATIVO,ELIJO CATAMARCA,SAADI,GUSTAVO ARTURO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,NEGATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,BEVILACQUA,GUSTAVO
HOUSE,2018,2018-06-14,BUENOS AIRES,6,NEGATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,CAMAÑO,GRACIELA
HOUSE,2018,2018-06-14,SANTA FE,82,NEGATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,GRANDINETTI,ALEJANDRO ARIEL
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,LAVAGNA,MARCO
HOUSE,2018,2018-06-14,SANTA FE,82,NEGATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,MASSETANI,VANESA LAURA
HOUSE,2018,2018-06-14,SANTIAGO DEL ESTERO,86,NEGATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,MORALES,MARIANA ELIZABET
HOUSE,2018,2018-06-14,BUENOS AIRES,6,NEGATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,PASSO,MARCELA FABIANA
HOUSE,2018,2018-06-14,CIUDAD AUTONOMA DE BUENOS AIRES,2,NEGATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,PITIOT,CARLA BETINA
HOUSE,2018,2018-06-14,BUENOS AIRES,6,NEGATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,SELVA,CARLOS AMERICO
HOUSE,2018,2018-06-14,JUJUY,38,NEGATIVO,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,SNOPEK,ALEJANDRO
HOUSE,2018,2018-06-14,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE CIVICO POR SANTIAGO,ABDALA DE MATARAZZO,NORMA AMANDA
HOUSE,2018,2018-06-14,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE CIVICO POR SANTIAGO,INFANTE,HUGO ORLANDO
HOUSE,2018,2018-06-14,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE CIVICO POR SANTIAGO,NAVARRO,GRACIELA
HOUSE,2018,2018-06-14,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE CIVICO POR SANTIAGO,NEDER,ESTELA MARY DEL ROSARIO
HOUSE,2018,2018-06-14,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE CIVICO POR SANTIAGO,ZAMORA,CLAUDIA
HOUSE,2018,2018-06-14,MISIONES,54,NEGATIVO,FRENTE DE LA CONCORDIA MISIONERO,DERNA,VERONICA
HOUSE,2018,2018-06-14,MISIONES,54,NEGATIVO,FRENTE DE LA CONCORDIA MISIONERO,MORALES,FLAVIA
HOUSE,2018,2018-06-14,MISIONES,54,NEGATIVO,FRENTE DE LA CONCORDIA MISIONERO,WELLBACH,RICARDO
HOUSE,2018,2018-06-14,SAN JUAN,70,NEGATIVO,FRENTE PARA LA VICTORIA - PJ,CASTRO,SANDRA DANIELA
HOUSE,2018,2018-06-14,FORMOSA,34,NEGATIVO,FRENTE PARA LA VICTORIA - PJ,FERNANDEZ PATRI,GUSTAVO RAMIRO
HOUSE,2018,2018-06-14,SANTA FE,82,NEGATIVO,FRENTE PARA LA VICTORIA - PJ,FRANA,SILVINA PATRICIA
HOUSE,2018,2018-06-14,SAN JUAN,70,NEGATIVO,FRENTE PARA LA VICTORIA - PJ,GIOJA,JOSE LUIS
